4,EFD,Call,2.03E-06
4,IFD,Call,2.81E-06
4,CNFD,Call,2.40E-06
4,EFD,Put,6
4,IFD,Put,6
4,CNFD,Put,6
5,EFD,Call,1.46E-06
5,IFD,Call,2.15E-06
5,CNFD,Call,1.78E-06
5,EFD,Put,5
5,IFD,Put,5
5,CNFD,Put,5
6,EFD,Call,9.22E-05
6,IFD,Call,0.000107201
6,CNFD,Call,9.96E-05
6,EFD,Put,4
6,IFD,Put,4
6,CNFD,Put,4
7,EFD,Call,0.00355037
7,IFD,Call,0.00371375
7,CNFD,Call,0.00363223
7,EFD,Put,3
7,IFD,Put,3
7,CNFD,Put,3
8,EFD,Call,0.0424789
8,IFD,Call,0.0428181
8,CNFD,Call,0.0426486
8,EFD,Put,2
8,IFD,Put,2
8,CNFD,Put,2
9,EFD,Call,0.222115
9,IFD,Call,0.222
9,CNFD,Call,0.222057
9,EFD,Put,1.08173
9,IFD,Put,1.08102
9,CNFD,Put,1.08137
10,EFD,Call,0.662318
10,IFD,Call,0.661739
10,CNFD,Call,0.662029
10,EFD,Put,0.481483
10,IFD,Put,0.48055
10,CNFD,Put,0.481011
11,EFD,Call,1.36977
11,IFD,Call,1.36944
11,CNFD,Call,1.36961
11,EFD,Put,0.175758
11,IFD,Put,0.175286
11,CNFD,Put,0.175518
12,EFD,Call,2.25118
12,IFD,Call,2.25123
12,CNFD,Call,2.2512
12,EFD,Put,0.0534973
12,IFD,Put,0.0535126
12,CNFD,Put,0.053503
13,EFD,Call,3.21251
13,IFD,Call,3.21266
13,CNFD,Call,3.21258
13,EFD,Put,0.0139394
13,IFD,Put,0.0140917
13,CNFD,Put,0.0140152
14,EFD,Call,4.20196
14,IFD,Call,4.20205
14,CNFD,Call,4.202
14,EFD,Put,0.00319491
14,IFD,Put,0.00330103
14,CNFD,Put,0.00324801
15,EFD,Call,5.19946
15,IFD,Call,5.19949
15,CNFD,Call,5.19947
15,EFD,Put,0.000660017
15,IFD,Put,0.000706936
15,CNFD,Put,0.00068348
16,EFD,Call,6.19893
16,IFD,Call,6.19893
16,CNFD,Call,6.19893
16,EFD,Put,0.000125448
16,IFD,Put,0.00014159
16,CNFD,Put,0.000133478
