4,EFD,Call,0.00123348
4,IFD,Call,0.00127234
4,CNFD,Call,0.00125286
4,EFD,Put,6.25
4,IFD,Put,6.25
4,CNFD,Put,6.25
5,EFD,Call,0.000487183
5,IFD,Call,0.000512649
5,CNFD,Call,0.00049985
5,EFD,Put,5
5,IFD,Put,5
5,CNFD,Put,5
6,EFD,Call,0.000487183
6,IFD,Call,0.000512649
6,CNFD,Call,0.00049985
6,EFD,Put,5
6,IFD,Put,5
6,CNFD,Put,5
7,EFD,Call,0.00140699
7,IFD,Call,0.00145113
7,CNFD,Call,0.00142904
7,EFD,Put,3.75
7,IFD,Put,3.75
7,CNFD,Put,3.75
8,EFD,Call,0.018494
8,IFD,Call,0.0187116
8,CNFD,Call,0.0186029
8,EFD,Put,2.5
8,IFD,Put,2.5
8,CNFD,Put,2.5
9,EFD,Call,0.13808
9,IFD,Call,0.13828
9,CNFD,Call,0.13818
9,EFD,Put,1.25349
9,IFD,Put,1.25343
9,CNFD,Put,1.25346
10,EFD,Call,0.59799
10,IFD,Call,0.597213
10,CNFD,Call,0.597602
10,EFD,Put,0.416292
10,IFD,Put,0.415392
10,CNFD,Put,0.415842
11,EFD,Call,0.59799
11,IFD,Call,0.597213
11,CNFD,Call,0.597602
11,EFD,Put,0.416292
11,IFD,Put,0.415392
11,CNFD,Put,0.415842
12,EFD,Call,1.55532
12,IFD,Call,1.55525
12,CNFD,Call,1.55528
12,EFD,Put,0.110272
12,IFD,Put,0.110192
12,CNFD,Put,0.110232
13,EFD,Call,2.7239
13,IFD,Call,2.72402
13,CNFD,Call,2.72396
13,EFD,Put,0.0258406
13,IFD,Put,0.025985
13,CNFD,Put,0.0259129
14,EFD,Call,3.95432
14,IFD,Call,3.9544
14,CNFD,Call,3.95436
14,EFD,Put,0.00565805
14,IFD,Put,0.00575536
14,CNFD,Put,0.00570681
15,EFD,Call,5.19997
15,IFD,Call,5.2
15,CNFD,Call,5.19998
15,EFD,Put,0.00119406
15,IFD,Put,0.00123505
15,CNFD,Put,0.00121456
16,EFD,Call,5.19997
16,IFD,Call,5.2
16,CNFD,Call,5.19998
16,EFD,Put,0.00119406
16,IFD,Put,0.00123505
16,CNFD,Put,0.00121456
