0.5,0.142857,
0.25,0.285714,
0.75,0.428571,
0.125,0.571429,
0.625,0.714286,
0.375,0.857143,
0.875,0.0204082,
0.0625,0.163265,
0.5625,0.306122,
0.3125,0.44898,
0.8125,0.591837,
0.1875,0.734694,
0.6875,0.877551,
0.4375,0.0408163,
0.9375,0.183673,
0.03125,0.326531,
0.53125,0.469388,
0.28125,0.612245,
0.78125,0.755102,
0.15625,0.897959,
0.65625,0.0612245,
0.40625,0.204082,
0.90625,0.346939,
0.09375,0.489796,
0.59375,0.632653,
0.34375,0.77551,
0.84375,0.918367,
0.21875,0.0816327,
0.71875,0.22449,
0.46875,0.367347,
0.96875,0.510204,
0.015625,0.653061,
0.515625,0.795918,
0.265625,0.938776,
0.765625,0.102041,
0.140625,0.244898,
0.640625,0.387755,
0.390625,0.530612,
0.890625,0.673469,
0.078125,0.816327,
0.578125,0.959184,
0.328125,0.122449,
0.828125,0.265306,
0.203125,0.408163,
0.703125,0.55102,
0.453125,0.693878,
0.953125,0.836735,
0.046875,0.979592,
0.546875,0.00291545,
0.296875,0.145773,
0.796875,0.28863,
0.171875,0.431487,
0.671875,0.574344,
0.421875,0.717201,
0.921875,0.860058,
0.109375,0.0233236,
0.609375,0.166181,
0.359375,0.309038,
0.859375,0.451895,
0.234375,0.594752,
0.734375,0.737609,
0.484375,0.880466,
0.984375,0.0437318,
0.0078125,0.186589,
0.507812,0.329446,
0.257812,0.472303,
0.757812,0.61516,
0.132812,0.758017,
0.632812,0.900875,
0.382812,0.0641399,
0.882812,0.206997,
0.0703125,0.349854,
0.570312,0.492711,
0.320312,0.635569,
0.820312,0.778426,
0.195312,0.921283,
0.695312,0.0845481,
0.445312,0.227405,
0.945312,0.370262,
0.0390625,0.51312,
0.539062,0.655977,
0.289062,0.798834,
0.789062,0.941691,
0.164062,0.104956,
0.664062,0.247813,
0.414062,0.390671,
0.914062,0.533528,
0.101562,0.676385,
0.601562,0.819242,
0.351562,0.962099,
0.851562,0.125364,
0.226562,0.268222,
0.726562,0.411079,
0.476562,0.553936,
0.976562,0.696793,
0.0234375,0.83965,
0.523438,0.982507,
0.273438,0.0058309,
0.773438,0.148688,
0.148438,0.291545,
